lat,longt,alt,sx,sy,sz,phase,am
-2689187.81137354858219624,4291097.88564412575215101,3864581.35345159657299519,-23191712.78111664578318596,1011212.89171092491596937,12957024.58458032645285130,0.09016000002156943,37.89616000000000184
-2689285.09705879492685199,4291050.32947816140949726,3864568.69930800283327699,-3035748.42229829216375947,-16264637.78254981152713299,20754032.14473403990268707,0.10514999999941210,34.89415000000000333
-2689185.00200775638222694,4291125.27658031601458788,3864550.06008132407441735,-2505171.19189859693869948,-16720112.51813845336437225,20454495.63878131285309792,0.16912999999999556,22.74512999999999963
-2689176.91389331733807921,4291130.29638519603759050,3864549.35644520260393620,-14186967.13729706965386868,5305675.26093310117721558,21502718.60826865211129189,0.65084000001661479,39.26015999999999906
-2689110.70151168853044510,4291125.07267401088029146,3864600.82060007704421878,1701754.93540878267958760,18033093.38405813276767731,19804865.50328167900443077,0.01887000002898276,22.09513000000000105
-2689268.61805412592366338,4291056.62372274603694677,3864570.73429504455998540,-3005551.72975545236840844,-16290178.21573497168719769,20738037.08176065236330032,0.11714999999821885,33.67714999999999748
-2689282.42736108181998134,4291051.34572871029376984,3864569.25140168378129601,-8536098.03812526352703571,17288971.63874971494078636,17951627.73970589041709900,0.76378000000840984,16.13421999999999912
-2689113.12588553549721837,4291133.43538895808160305,3864593.42566959327086806,6390772.88571089040488005,25693457.26336654648184776,-1666968.60135484300553799,0.87385000000358559,33.63915000000000077
-2689112.29265230754390359,4291128.42730738874524832,3864598.78297118190675974,-26454599.85310030356049538,-3930639.00620419997721910,1035153.41992176626808941,0.51724000000103842,25.57824000000000098
-2689188.57390161324292421,4291094.04256184678524733,3864584.69117173925042152,-8782917.56352004967629910,16631920.16565496101975441,18456281.16027240455150604,0.26384000002872199,38.45215999999999923
-2689129.18068045610561967,4291142.29353981744498014,3864569.52018327172845602,-21566739.29905141517519951,6276693.04280973784625530,-14699334.42686438374221325,0.18226999999023974,43.49826999999999799
-2689118.67789505701512098,4291095.04119654092937708,3864625.28075293870642781,1764075.18065546080470085,17980326.66939454898238182,19850038.03699411079287529,0.97774000000208616,39.04726000000000141
-2689187.50812419736757874,4291093.07426236476749182,3864587.79684767546132207,-21737154.32483676075935364,6479677.08005589898675680,-14355741.42081677168607712,0.44314999994821846,30.82114999999999938
-2689113.90081850066781044,4291116.26309516001492739,3864607.62960749305784702,-2694235.86466786870732903,-16556162.40239957533776760,20565800.66129057109355927,0.70514000000548549,26.22014000000000067
-2689110.70938637852668762,4291137.21915640868246555,3864590.43831430142745376,-8690783.97359042800962925,16873702.86497281119227409,18275912.26370187848806381,0.66784000000916421,39.11916000000000082
-2689265.44140223646536469,4291056.31510092969983816,3864572.52644590334966779,-1581646.40966175217181444,24753938.84804883226752281,-9271777.40279553085565567,0.93016000000352506,35.80116000000000298
-2689126.31945153465494514,4291144.81837907992303371,3864569.80063867941498756,-21569092.71561555564403534,6279512.37363723665475845,-14694671.44483270868659019,0.11716999998316169,42.94716999999999985
-2689314.81779388990253210,4291045.17466748878359795,3864560.36605716915801167,2090546.42911731638014317,17706794.76716869696974754,20076753.92532508820295334,0.81884999998146668,35.27514999999999645
-2689116.13315308932214975,4291118.16085997968912125,3864607.91431038547307253,-23351359.82921068370342255,927650.92137363809160888,12685648.63035103119909763,0.52515999996103346,36.23915999999999826
-2689277.21800410747528076,4291052.07113935984671116,3864570.71942235995084047,2029005.05600994289852679,17757987.87804289534687996,20035269.28159242868423462,0.72285000002011657,34.96414999999999651
-2689268.06388423638418317,4291056.32200862281024456,3864571.23553265491500497,-22067915.54039876163005829,6867148.25457816477864981,-13652031.51834302395582199,0.29414999997243285,30.18315000000000126
-2689178.84960073558613658,4291129.72342827450484037,3864548.68146491749212146,1551605.55726407538168132,18160960.49187795445322990,19693460.25924544036388397,0.40586999990046024,19.62212999999999852
-2689116.75097815925255418,4291103.85046976990997791,3864617.05915769143030047,-8662758.25564369000494480,16948055.56060222163796425,18219211.98735057935118675,0.09573999998974614,39.57625999999999777
-2689292.25115115055814385,4291048.96226433198899031,3864566.51521719433367252,6524217.78781970404088497,25707109.30947386473417282,-308994.92396248114528134,0.27684999999473803,34.78914999999999935
-2689115.97780042281374335,4291147.35725242644548416,3864576.51386904856190085,-23404910.85303689911961555,899780.02866376482415944,12592770.12852088734507561,0.51115999999456108,36.01315999999999917
-2689186.50490536727011204,4291115.47444419004023075,3864560.23361477255821228,-14201150.66221830993890762,5255120.56194586493074894,21506523.36564844846725464,0.67384000000311062,38.92515999999999821
-2689187.72869093110784888,4291089.96422842703759670,3864590.25698837218806148,-1724148.23746544821187854,24419809.36239182576537132,-10098680.15170990303158760,0.91915999999037012,38.25916000000000139
-2689186.84095627628266811,4291104.45954636670649052,3864573.94227619562298059,-23181067.62940704077482224,1016810.30044313485268503,12974834.17804120108485222,0.31715999997686595,39.31016000000000332
-2689121.80966390948742628,4291147.04279752448201180,3864571.36837152577936649,6381995.02202994469553232,25690473.29520563408732414,-1749319.94687088858336210,0.19683999998960644,38.79016000000000020
-2689187.72869093110784888,4291089.96422842703759670,3864590.25698837218806148,-8788007.43962487578392029,16618679.02787680923938751,18465983.79850171133875847,0.89383999997517094,37.36415999999999826
-2689266.28570011816918850,4291055.99790580850094557,3864572.16055559180676937,-26390992.66358018293976784,-3772728.05066117038950324,2272080.54785655718296766,0.32416000001830980,35.65816000000000230
-2689112.06516231503337622,4291122.23869366012513638,3864603.67484017694368958,-14125697.94691308587789536,5526563.04487362224608660,21484149.05094627663493156,0.83183999999891967,37.89016000000000162
-2689316.35549805779010057,4291044.23292444366961718,3864560.17042328743264079,-22114611.53380860015749931,6921191.37871437519788742,-13548444.27905469201505184,0.14913000003434718,21.09312999999999860
-2689115.65318923117592931,4291139.49896119255572557,3864584.74391677323728800,-2188644.23061373550444841,-16998782.47652037814259529,20256310.62412751093506813,0.60513999999966472,25.68913999999999831
-2689277.90811507636681199,4291051.72428786847740412,3864570.39728656783699989,-22077944.81238215416669846,6878768.82695455849170685,-13629876.42201630026102066,0.84614999999757856,34.93515000000000015
-2689283.63342102058231831,4291050.90672744531184435,3864568.95381333027034998,-22084624.05071121826767921,6886503.78217552788555622,-13615093.55875328555703163,0.53914000000804663,28.49513999999999925
-2689111.82311158115044236,4291143.10760886967182159,3864582.50747161172330379,6462499.78356468304991722,25708917.97884526848793030,-963022.19228007970377803,0.81874000000243541,36.34125999999999834
-2689116.02237592265009880,4291141.26985819265246391,3864584.38185826735571027,1233302.87723768968135118,18435502.37299702316522598,19444904.27261378616094589,0.85485999996308237,26.39313999999999893
-2689117.89169346308335662,4291147.64832290727645159,3864575.28676369460299611,1213158.63391570560634136,18453037.72640071809291840,19428591.13744037225842476,0.38083999999798834,36.15816000000000230
-2689186.29581348085775971,4291120.28389430046081543,3864554.95156921306625009,1527331.40462671848945320,18181730.41433138772845268,19675104.01344288140535355,0.35986999998567626,21.70712999999999937
-2689115.27582130860537291,4291144.35622394829988480,3864581.55178721435368061,-2177102.25227153534069657,-17009044.74452738091349602,20248795.71589025110006332,0.54613000000244938,20.97313000000000116
-2689187.81967628933489323,4291101.59390977863222361,3864577.16474387841299176,-8776141.44338046200573444,16649566.60385674610733986,18443322.40947268903255463,0.49784000002546236,37.46715999999999980
-2689264.35379587113857269,4291056.41050466895103455,3864573.20853068958967924,2005979.79385893046855927,17777185.25084427744150162,20019600.47151254117488861,0.41084999998565763,30.74715000000000131
-2689318.63563480321317911,4291044.22614447213709354,3864558.98286958271637559,2100180.70429324219003320,17698795.91593867540359497,20083196.59701697900891304,0.77484000002732500,37.67716000000000065
-2689269.88635408785194159,4291055.88458561338484287,3864570.64460673276335001,-1579293.21560861542820930,24759461.19789654389023781,-9257371.49712417647242546,0.23214999999618158,30.60914999999999964
-2689129.18068045610561967,4291142.29353981744498014,3864569.52018327172845602,6380297.58741790056228638,25689871.37182920053601265,-1765154.06853583478368819,0.34685000000172295,32.35815000000000197
-2689281.21752255363389850,4291051.22945844568312168,3864569.59186060680076480,-26387494.49489576369524002,-3766531.61740897316485643,2318346.83489941060543060,0.63114999997196719,33.02714999999999890
-2689276.45380317512899637,4291052.26648426335304976,3864571.06665869150310755,2027085.18323920108377934,17759587.66353587806224823,20033965.88067973777651787,0.86985000001732260,34.57815000000000083
-2689287.19061136990785599,4291049.97507339343428612,3864568.10507518099620938,-3039778.09108258318156004,-16261232.91134288534522057,20756157.29236570000648499,0.44815000000016880,34.99114999999999753
-2689113.82725999550893903,4291116.01255910191684961,3864608.16429741540923715,-22993533.41687635332345963,1115954.23003758816048503,13282977.37110852822661400,0.62914999999338761,34.21714999999999662
-2689115.74888827232643962,4291142.38139420282095671,3864583.07643158361315727,-2180948.70862296409904957,-17005623.96638580411672592,20251302.41306333988904953,0.72913999999582302,23.59313999999999822
-2689185.65881286235526204,4291121.69750979077070951,3864553.10665054479613900,-26437895.23366724699735641,-3874171.73291274392977357,1490323.24962557316757739,0.33325999999942724,40.38826000000000249
-2689292.25115115055814385,4291048.96226433198899031,3864566.51521719433367252,2055904.26378717343322933,17735590.84952054545283318,20053472.32764723151922226,0.52185000001918525,30.08115000000000094
-2689260.38181853154674172,4291056.36406344641000032,3864575.42071993183344603,-22764222.40629769861698151,1238591.45757787930779159,13646038.02876657620072365,0.48613999999361113,26.79614000000000118
-2689118.75271156057715416,4291145.57684143725782633,3864574.83533095242455602,-2623109.67275090562179685,-16617623.82594694197177887,20524533.97416546940803528,0.16112000000020998,16.72512000000000043
-2689186.85462679108604789,4291086.33918271306902170,3864594.28662479529157281,-26443461.68538573384284973,-3890480.75476175826042891,1360331.57478080713190138,0.39426000000094064,38.38526000000000238
-2689115.48061453178524971,4291137.14299738686531782,3864588.19237003149464726,-14314405.48684794455766678,4858862.35080238990485668,21530591.60808303952217102,0.98284000001149252,38.24416000000000082
-2689257.64622016251087189,4291056.80912140011787415,3864576.87573447683826089,-26393053.14589396491646767,-3776435.73027828102931380,2244315.74308399576693773,0.06414999999105930,32.52015000000000100
-2689110.66624613711610436,4291126.11494113877415657,3864599.18936848826706409,-23010596.43599643185734749,1106891.20715597434900701,13255370.08191738650202751,0.93414999998640269,34.34615000000000151
-2689111.40687908511608839,4291122.91927849967032671,3864603.38747618300840259,-1658289.24701109505258501,24574089.92150158435106277,-9727286.21668382175266743,0.51416000002063811,41.08615999999999957
-2689188.08053085114806890,4291092.97234710212796926,3864587.04028324270620942,-2428919.83322855364531279,-16786760.60338231176137924,20408127.98948303982615471,0.06914999999935389,34.37415000000000020
-2689318.46845930209383368,4291044.67507434263825417,3864557.26145243598148227,-13978527.58679879829287529,6074897.49215566460043192,21424380.44202397018671036,0.59484999999403954,33.70915000000000106
-2689115.72581002861261368,4291113.29978895559906960,3864612.07146919285878539,-8866889.21674709208309650,16414980.72827548533678055,18612988.96986116468906403,0.58784000005107373,39.59615999999999758
-2689188.18135918257758021,4291093.69913949072360992,3864586.19693514145910740,-1722100.05014883633702993,24424600.88447996601462364,-10087393.48082123324275017,0.63916000002063811,36.54415999999999798
-2689188.08053085114806890,4291092.97234710212796926,3864587.04028324270620942,6428957.60367070045322180,25703778.36753949150443077,-1299297.98918211716227233,0.83185000000230502,31.26314999999999955
-2689185.65881286235526204,4291121.69750979077070951,3864553.10665054479613900,-14195918.32143478281795979,5273745.45831829402595758,21505140.95812957361340523,0.80284000001847744,39.52615999999999730
-2689115.48061453178524971,4291137.14299738686531782,3864588.19237003149464726,-1785647.57322321576066315,24276197.49477283656597137,-10430082.22010019049048424,0.40214999997988343,32.72514999999999930
-2689114.29530498338863254,4291112.94784403219819069,3864610.60092157637700438,-8669333.38808945938944817,16930577.24181125313043594,18232593.41118489205837250,0.09573999998974614,38.68025999999999698
-2689187.81967628933489323,4291101.59390977863222361,3864577.16474387841299176,1486332.18416821677237749,18216873.23618649691343307,19643878.93565719202160835,0.50688000000081956,16.33012000000000086
-2689115.74888827232643962,4291142.38139420282095671,3864583.07643158361315727,-23394524.95288315415382385,905179.27937232353724539,12610857.89217915572226048,0.27116000000387430,36.86216000000000292
-2689116.59839417692273855,4291102.92456520255655050,3864618.39558747084811330,-2719986.84435469610616565,-16533974.53401682898402214,20580562.82816969975829124,0.32116000000678468,38.46415999999999968
-2689286.26206817012280226,4291049.89155041053891182,3864568.44165536435320973,-13998820.93586488813161850,5997710.08939671330153942,21433972.10691042616963387,0.09385999999358319,24.57413999999999987
-2689113.82725999550893903,4291116.01255910191684961,3864608.16429741540923715,-1654347.83870688080787659,24583334.07347902283072472,-9704489.84041932970285416,0.11012999998638406,21.93112999999999957
-2689113.01299950294196606,4291132.57282294519245625,3864593.99375444464385509,-21604331.79719757288694382,6321673.27931726444512606,-14624579.92977953888475895,0.70213999995030463,27.38113999999999848
-2689115.64115979010239244,4291107.95498865935951471,3864613.00818498944863677,6473915.19010353554040194,25709743.15885448828339577,-845590.77186665381304920,0.25583999999798834,38.55816000000000088
-2689113.05015212344005704,4291118.81711785588413477,3864605.85210552066564560,-22999741.65690129622817039,1112655.73404798121191561,13272942.42637943103909492,0.61615000001620501,34.34114999999999895
-2689114.42811060929670930,4291135.23044700082391500,3864591.47253583278506994,-26455116.26621581241488457,-3932908.05049301637336612,1016564.33724895154591650,0.27926999999908730,42.85027000000000186
-2689272.96243029879406095,4291053.88567946013063192,3864570.61232989979907870,-26389602.99877075478434563,-3770252.02858843421563506,2290588.32964650960639119,0.97314999997615814,34.38714999999999833
-2689110.44171538716182113,4291134.32861638441681862,3864592.73016812046989799,-21871616.85438549518585205,6638202.93565241806209087,-14075784.64182542450726032,0.85713999997824430,26.32214000000000098
-2689120.98399244528263807,4291091.48079137876629829,3864627.10883704619482160,-21925082.15293730050325394,6700847.24107254389673471,-13962187.68309235014021397,0.67213000007905066,22.15913000000000110
-2689316.35549805779010057,4291044.23292444366961718,3864560.17042328743264079,-1560590.22253550961613655,24803345.15172909200191498,-9141948.57076149620115757,0.01613999999972293,28.73313999999999879
-2689315.68288686126470566,4291044.50784199684858322,3864560.14495250815525651,-26380750.59063044562935829,-3754907.72150474507361650,2404681.83597570611163974,0.94715000002179295,34.44115000000000038
-2689113.88080345373600721,4291114.74979518353939056,3864608.77768062660470605,-14120582.20128047280013561,5545194.63103742804378271,21482438.00844978168606758,0.51783999998588115,36.63716000000000150
-2689269.88635408785194159,4291055.88458561338484287,3864570.64460673276335001,6518417.63407230563461781,25707970.42898762971162796,-372509.93051777256187052,0.83885000000009313,32.74714999999999776
-2689302.46097907889634371,4291047.84383982233703136,3864563.43043605005368590,-22705283.17989803105592728,1270368.26950988289900124,13737040.93014898151159286,0.80315000000700820,33.57115000000000293
-2689269.88635408785194159,4291055.88458561338484287,3864570.64460673276335001,-8545619.92590753361582756,17263057.78215212002396584,17972412.45871334895491600,0.69977000000653788,19.47422999999999860
-2689113.13751141214743257,4291123.71685963589698076,3864602.69527867902070284,1266321.61005705106072128,18406801.50643062964081764,19471490.71502089872956276,0.62886000005528331,24.98613999999999891
-2689185.44965495262295008,4291122.32912977226078510,3864552.66271741827949882,-23147529.60205243900418282,1034466.33909151831176132,13030716.46937066130340099,0.08416000002762303,38.12216000000000093
-2689115.50328319380059838,4291136.56331969238817692,3864589.75571205606684089,-23382639.48871576413512230,911361.71703171357512474,12631513.06202641688287258,0.81116000004112720,35.98716000000000292
-2689256.21386420913040638,4291057.03682560659945011,3864577.51729041012004018,6514333.64218790829181671,25708485.30272617563605309,-416969.16066973708802834,0.64684999999008141,31.59714999999999918
-2689121.80966390948742628,4291147.04279752448201180,3864571.36837152577936649,-2154041.79535421775653958,-17029569.84833887219429016,20233719.26367825642228127,0.00711999999475665,17.15212000000000003
-2689185.21488631656393409,4291124.58431916218250990,3864551.27782727777957916,-14193678.32888071797788143,5281727.74506914429366589,21504541.58845708146691322,0.35284000000683591,40.81915999999999656
-2689117.89169346308335662,4291147.64832290727645159,3864575.28676369460299611,-23407875.87078298255801201,898239.16417703882325441,12587599.71497796475887299,0.95614999998360872,35.35215000000000174
-2689293.50914689199998975,4291048.70599151588976383,3864565.57399155572056770,6524506.74781792424619198,25707062.37347253784537315,-305819.12574185372795910,0.58885000000009313,33.55814999999999770
-2689121.39313031965866685,4291146.94403549935668707,3864571.77796799875795841,6382334.14452049881219864,25690592.59326219558715820,-1746153.01727046864107251,0.83984000000054948,38.67616000000000298
-2689324.50121255218982697,4291042.75022842828184366,3864554.41084463335573673,-22668479.56823628768324852,1290264.51981556206010282,13793402.74294262193143368,0.14115999999921769,37.75916000000000139
-2689111.94022608408704400,4291123.05464571248739958,3864603.06336277117952704,-1657796.07015542732551694,24575246.56426547467708588,-9724437.38952992111444473,0.96315999998478219,39.55615999999999843
-2689110.97105252044275403,4291129.38097924180328846,3864597.53501594625413418,-1661251.31690643331967294,24567143.32611875236034393,-9744374.85441862605512142,0.67116000002715737,40.17815999999999832
-2689111.56517581641674042,4291142.61278522387146950,3864582.86389284487813711,1665974.92796598980203271,18063469.10778815671801567,19778649.58016399294137955,0.37286000000312924,27.49714000000000169
-2689113.51334068551659584,4291123.38449007272720337,3864603.26205695839598775,-2221388.96815728349611163,-16969707.21385776624083519,20277518.38247186318039894,0.80513999999675434,27.83813999999999922
-2689186.67404267331585288,4291109.13655028771609068,3864567.40154260117560625,6435383.17459873110055923,25705062.47330117225646973,-1235869.07065118337050080,0.70785000000614673,31.06814999999999927
-2689121.39313031965866685,4291146.94403549935668707,3864571.77796799875795841,-26456975.45892535150051117,-3941580.99999598925933242,945299.67659480881411582,0.41922999999951571,19.97522999999999982
-2689188.76527691911906004,4291094.91383873764425516,3864584.03480878984555602,-14219150.54751060530543327,5191268.71908197086304426,21511091.66939738020300865,0.88183999998727813,38.67616000000000298
-2689111.95586591865867376,4291139.89065149798989296,3864586.19178783008828759,-21864768.48836749419569969,6630163.01008041761815548,-14090239.81803679838776588,0.89014000003226101,27.37813999999999837
-2689112.06516231503337622,4291122.23869366012513638,3864603.67484017694368958,6469921.30509410332888365,25709510.47012852132320404,-886853.07456731062848121,0.10287000000244007,18.66513000000000133
-2689111.82311158115044236,4291143.10760886967182159,3864582.50747161172330379,-8696580.41918996721506119,16858372.37721674144268036,18287530.34805537387728691,0.51884000000427477,39.83415999999999713
-2689264.35379587113857269,4291056.41050466895103455,3864573.20853068958967924,-14013603.33304362744092941,5941812.89241395238786936,21440677.14466314390301704,0.12885999999707565,26.89313999999999893
-2689318.63563480321317911,4291044.22614447213709354,3864558.98286958271637559,6530838.80210936348885298,25705936.24323661625385284,-235950.65753883277648129,0.83982999999716412,42.25316999999999723
-2689260.38181853154674172,4291056.36406344641000032,3864575.42071993183344603,-26392369.52098975330591202,-3775200.68256552889943123,2253571.09326359583064914,0.78114999999525025,35.41414999999999935
-2689110.94070143997669220,4291130.63082529325038195,3864595.98494089581072330,-8684170.52659873664379120,16891214.01257583871483803,18262611.22751386463642120,0.15583999999216758,38.77015999999999707
-2689277.21800410747528076,4291052.07113935984671116,3864570.71942235995084047,-8540855.69984346255660057,17276017.73162258043885231,17962026.94263182207942009,0.74476999999023974,20.59622999999999848
-2689272.96243029879406095,4291053.88567946013063192,3864570.61232989979907870,-22745143.14213560894131660,1248866.38892360567115247,13675597.47350011952221394,0.05014999999548309,31.28515000000000157
-2689114.58174963574856520,4291112.04008543770760298,3864610.63068232918158174,-14118392.19918501935899258,5553179.68504778668284416,21481697.80635844171047211,0.76084000000264496,36.45116000000000156
-2689282.42736108181998134,4291051.34572871029376984,3864569.25140168378129601,-1573659.47869308060035110,24772681.45687387138605118,-9222777.35489899292588234,0.30612999999721069,22.77013000000000176
-2689116.47313483292236924,4291109.18273107986897230,3864614.27285181358456612,1304930.24136292561888695,18373307.13517403975129128,19502338.93178070336580276,0.19083999999566004,37.62015999999999849
-2689115.78720813849940896,4291118.45769371930509806,3864606.09092807583510876,-21620736.54030542820692062,6341265.54667035117745399,-14591776.59637594781816006,0.14015999995172024,40.08115999999999701
-2689112.19808674929663539,4291138.51284195855259895,3864587.32510803826153278,-1666695.19657584489323199,24554377.91933750361204147,-9775684.73238717950880527,0.43913999997312203,29.23214000000000112
-2689115.26188646163791418,4291110.91168647166341543,3864611.55917879939079285,-2706116.55655413307249546,-16545921.39980587922036648,20572623.18687973916530609,0.60414999999920838,33.39215000000000089
-2689187.81137354858219624,4291097.88564412575215101,3864581.35345159657299519,-8779528.02063065953552723,16640744.58810865692794323,18449804.91246329620480537,0.36683999997330830,37.10416000000000025
-2689187.81967628933489323,4291101.59390977863222361,3864577.16474387841299176,6432497.31809585727751255,25704502.69360576570034027,-1264413.30403044330887496,0.98385999999300111,28.44313999999999965
-2689113.88080345373600721,4291114.74979518353939056,3864608.77768062660470605,-1653855.80610458645969629,24584488.14716857299208641,-9701639.36855117976665497,0.94112999999197200,20.79513000000000034
-2689186.81824058899655938,4291104.95591524709016085,3864573.27641579695045948,-8772757.83121825195848942,16658386.20902649499475956,18436833.65359696000814438,0.46283999999286607,37.78415999999999997
-2689113.00129208201542497,4291124.08204858191311359,3864602.13565024500712752,-21611365.54740079492330551,6330076.41959563735872507,-14610528.66599396988749504,0.44014999992214143,34.82914999999999850
-2689115.51253198599442840,4291112.42683030944317579,3864613.05370509484782815,1293889.68142256443388760,18382878.02770230546593666,19493543.77421050518751144,0.50283999997191131,37.22316000000000003
-2689324.50121255218982697,4291042.75022842828184366,3864554.41084463335573673,6532843.54071413632482290,25705540.38958847895264626,-213719.48631229589227587,0.01684999999997672,35.47715000000000174
-2689186.29581348085775971,4291120.28389430046081543,3864554.95156921306625009,-26438174.67871990799903870,-3874951.62704652221873403,1484134.32766111893579364,0.32627000000502449,43.21226999999999663
-2689277.90811507636681199,4291051.72428786847740412,3864570.39728656783699989,2030925.12881247256882489,17756388.09199703484773636,20036572.25816789641976357,0.30784999998286366,33.32115000000000293
-2689295.82024240167811513,4291048.28260315395891666,3864564.72969003487378359,-3053888.30230252537876368,-16249316.83985612541437149,20763581.35534676909446716,0.23415999999997439,36.84116000000000213
-2689267.30447914311662316,4291056.24206061661243439,3864571.72742434963583946,6517544.15501817129552364,25708086.85195922851562500,-382037.00536571489647031,0.58184999998775311,29.96715000000000018
-2689186.29581348085775971,4291120.28389430046081543,3864554.95156921306625009,-21776426.61409245431423187,6526124.10637121368199587,-14274805.26313573308289051,0.52714000002015382,29.35513999999999868
-2689111.14487368939444423,4291132.23826640006154776,3864594.27347613358870149,1688564.19432917470112443,18044284.90780974552035332,19795224.63163284957408905,0.74586999998427927,22.97712999999999894
-2689115.55134405381977558,4291139.26986383832991123,3864585.85486480314284563,-8891209.19611604139208794,16352741.11690946109592915,18657068.06576206907629967,0.63184000004548579,40.00916000000000139
-2689278.90194497583433986,4291051.29616855457425117,3864570.10417127562686801,6520742.49524701666086912,25707643.71566125005483627,-347104.16098265652544796,0.65284999999857973,34.33615000000000350
-2689115.55134405381977558,4291139.26986383832991123,3864585.85486480314284563,-21594946.14647093415260315,6310454.03315855935215950,-14643297.87714218534529209,0.29713999992236495,27.94313999999999965
-2689119.44319021748378873,4291148.34313589893281460,3864574.59453618479892612,-26456743.78793054819107056,-3940451.98720354493707418,954595.63575043354649097,0.40121999999973923,14.59922000000000075
-2689306.81152425101026893,4291047.17942639160901308,3864562.43553398409858346,-13987607.31476412527263165,6040296.89521892834454775,21428727.81349753960967064,0.58886000000347849,26.77413999999999916
-2689186.14977966807782650,4291111.97837554104626179,3864565.25872957659885287,-2473849.47419610433280468,-16747452.69482918083667755,20435553.21589610353112221,0.46115000000008877,30.34114999999999895
-2689111.71281031379476190,4291137.98813388403505087,3864589.02492656698450446,-1666199.57982678874395788,24555540.01313684135675430,-9772839.41306778416037560,0.69315000000642613,30.69215000000000160
-2689119.44319021748378873,4291148.34313589893281460,3864574.59453618479892612,-21577325.60775995254516602,6289371.56275269202888012,-14678341.36338633671402931,0.94316000002436340,39.10316000000000258
-2689258.81915150582790375,4291056.40048453304916620,3864576.50041606836020947,-14017840.31413207761943340,5925841.92063803412020206,21442555.72665788233280182,0.65885999999591149,27.66313999999999851
-2689186.54900624928995967,4291081.59061096701771021,3864599.91617977386340499,1443577.33472334500402212,18253604.42596939951181412,19611018.85872612893581390,0.40883999998914078,36.82316000000000145
-2689116.48021175619214773,4291110.74195972178131342,3864613.76523302821442485,1297569.02224927651695907,18379687.82413802668452263,19496477.14904510974884033,0.06374000001233071,38.39625999999999806
